unvocalized,vocalized,root,normalized,jamid,musytaq
رمم,رُمَمٌ,رمم,رمم,1,0
رمايا,رَمايا,رمي,رمايا,1,0
أرانب,أَرَانِبُ,رنب,ءرانب,1,0
أرانب,أَرَانِبُ,رنب,ءرانب,1,0
ترانيم,تَرَانِيمُ,رنم,ترانيم,1,0
أرهاط,أَرْهاطٌ,رهط,ءرهاط,1,0
رهائن,رَهائِنُ,رهن,رهاءن,1,0
مراوب,مَرَاوِبُ,روب,مراوب,1,0
أرواث,أَرْواثٌ,روث,ءرواث,1,0
روائح,رَوَائِحُ,روح,رواءح,1,0
مراوح,مَرَاوِح,روح,مراوح,1,0
مراود,مَرَاوِدُ,رود,مراود,1,0
رياض,رِياضٌ,روض,رياض,1,0
روض,رَوْضٌ,روض,روض,1,0
روض,رَوْضٌ,روض,روض,1,0
رياع,رِياعٌ,ريع,رياع,1,0
ريوع,رُيوعٌ,ريع,ريوع,1,0
أرياع,أَرْياعٌ,ريع,ءرياع,1,0
أرياف,أَرْيافٌ,ريف,ءرياف,1,0
أرياق,أَرْياقٌ,ريق,ءرياق,1,0
رياق,رِياقٌ,ريق,رياق,1,0
أزواغ,أَزْوَاغٌ,زاغ,ءزواغ,1,0
زبد,زُبَدٌ,زبد,زبد,1,0
أزباد,أَزْبادٌ,زبد,ءزباد,1,0
زبد,زُبَدٌ,زبد,زبد,1,0
مزابر,مزَابِرُ,زبر,مزابر,1,0
زبارج,زَبارِجُ,زبرج,زبارج,1,0
زبارج,زَبارِجُ,زبرجد,زبارج,1,0
زوابع,زَوابِعُ,زبع,زوابع,1,0
أزبال,أَزْبالٌ,زبل,ءزبال,1,0
مزابل,مَزَابِلُ,زبل,مزابل,1,0
أزجاج,أَزْجاجٌ,زج,ءزجاج,1,0
زجاج,زِجاجٌ,زج,زجاج,1,0
زجور,زُجورٌ,زجر,زجور,1,0
مزاحف,مَزَاحِفُ,زحف,مزاحف,1,0
مزاحف,مَزَاحِفُ,زحف,مزاحف,1,0
زخارف,زَخارِفُ,زخرف,زخارف,1,0
أزرار,أَزْرارٌ,زر,ءزرار,1,0
زروب,زُروبٌ,زرب,زروب,1,0
زرائب,زَرائِبُ,زرب,زراءب,1,0
مزاريب,مَزَارِيبُ,زرب,مزاريب,1,0
زرود,زُرودٌ,زرد,زرود,1,0
زرازير,زَرازِيرُ,زرزر,زرازير,1,0
زرائع,زَرائِعُ,زرع,زراءع,1,0
زعازع,زَعازِعُ,زعزع,زعازع,1,0
زعافر,زَعافِرُ,زعفران,زعافر,1,0
زعانف,زَعانِفُ,زعنفة,زعانف,1,0
زغاليل,زَغالِيلُ,زغل,زغاليل,1,0
زوافر,زَوافِرُ,زفر,زوافر,1,0
زفر,زُفَرٌ,زفر,زفر,1,0
زفر,زُفَرٌ,زفر,زفر,1,0
زقاق,زُقَاقٌ,زقق,زقاق,1,0
أزقاق,أَزْقاقٌ,زقق,ءزقاق,1,0
زقاق,زِقاقٌ,زقق,زقاق,1,0
زليج,زَلِّيجٌ,زلج,زليج,1,0
مزاليج,مَزَالِيجُ,زلج,مزاليج,1,0
مزالج,مَزَالِجُ,زلج,مزالج,1,0
مزالج,مَزَالِجُ,زلج,مزالج,1,0
زلف,زَلَفٌ,زلف,زلف,1,0
زلف,زُلَفٌ,زلف,زلف,1,0
مزالق,مَزَالِقُ,زلق,مزالق,1,0
مزالق,مَزَالِقُ,زلق,مزالق,1,0
زمامج,زَمامِجُ,زمج,زمامج,1,0
زمامير,زَمَاميرُ,زمر,زمامير,1,0
مزامير,مَزَامِيرُ,زمر,مزامير,1,0
أزمال,أَزْمالٌ,زمل,ءزمال,1,0
زنابير,زَنابيرُ,زنبار,زنابير,1,0
زنابق,زَنابِقُ,زنبق,زنابق,1,0
زنابير,زَنابيرُ,زنبور,زنابير,1,0
زنابيل,زَنابيلُ,زنبيل,زنابيل,1,0
زنوج,زُنوجٌ,زنج,زنوج,1,0
زناديق,زَنادِيقُ,زندق,زناديق,1,0
زنابير,زَنابيرُ,زنر,زنابير,1,0
زنانير,زَنانيرُ,زنر,زنانير,1,0
زهور,زُهورٌ,زهر,زهور,1,0
أزهار,أَزْهارٌ,زهر,ءزهار,1,0
أزواد,أَزْوادٌ,زود,ءزواد,1,0
زود,زُودٌ,زود,زود,1,0
مزاود,مَزَاوِدُ,زود,مزاود,1,0
مزاود,مَزَاوِدُ,زود,مزاود,1,0
زوارق,زَوارِقُ,زورق,زوارق,1,0
زوايا,زَوايا,زوي,زوايا,1,0
زيوت,زُيوتٌ,زيت,زيوت,1,0
أزياج,أَزْياجٌ,زيج,ءزياج,1,0
أزيار,أزْيارٌ,زير,ءزيار,1,0
أزياق,أَزْيَاقٌ,زيق,ءزياق,1,0
زيم,زِيَمٌ,زيم,زيم,1,0
سواجير,سَواجِيرُ,ساجور,سواجير,1,0
سؤر,سُؤَرٌ,سأر,سءر,1,0
أسآر,أَسْآرٌ,سأر,ءسءءر,1,0
مسائل,مَسَائِلُ,سأل,مساءل,1,0
أسباب,أسْبَابٌ,سبب,ءسباب,1,0
سبوت,سُبُوتٌ,سبت,سبوت,1,0
أسبت,أَسْبُتٌ,سبت,ءسبت,1,0
مسابيح,مَسَابِيحُ,سبح,مسابيح,1,0
مسابح,مَسَابِحُ,سبح,مسابح,1,0
مسابر,مَسَابِرُ,سبح,مسابر,1,0
سباخ,سِبَاخٌ,سبخ,سباخ,1,0
سبائر,سَبَائِرُ,سبر,سباءر,1,0
سبر,سُبُرٌ,سبر,سبر,1,0
مسابير,مَسَابِيرُ,سبر,مسابير,1,0
أسابيع,أَسَابِيعُ,سبع,ءسابيع,1,0
أسباع,أسْبَاعٌ,سبع,ءسباع,1,0
سباع,سِباعٌ,سبع,سباع,1,0
سبوع,سُبوعٌ,سبع,سبوع,1,0
سبائك,سَبائِكُ,سبك,سباءك,1,0
مسابك,مَسَابِكُ,سبك,مسابك,1,0
سبل,سُبْلٌ,سبل,سبل,1,0
سبال,سِبالٌ,سبل,سبال,1,0
ستائر,سَتَائِرُ,ستر,ستاءر,1,0
ستر,سُتُرٌ,ستر,ستر,1,0
ستر,سُتَرٌ,ستر,ستر,1,0
ستور,سُتُورٌ,ستر,ستور,1,0
أستار,أَسْتَارٌ,ستر,ءستار,1,0
ستر,سُتُرٌ,ستر,ستر,1,0
مساج,مَسَاجٌّ,سجج,مساج,1,0
مساجد,مَسَاجِدُ,سجد,مساجد,1,0
مساجد,مَسَاجِدُ,سجد,مساجد,1,0
أسجاع,أَسْجَاعٌ,سجع,ءسجاع,1,0
سجف,سُجُفٌ,سجف,سجف,1,0
أسجاق,أَسْجَاقٌ,سجق,ءسجاق,1,0
سجايا,سَجَايا,سجو,سجايا,1,0
سحائب,سَحَائِبُ,سحابة,سحاءب,1,0
أسحار,أَسْحَارٌ,سحر,ءسحار,1,0
أسحار,أسْحَارٌ,سحر,ءسحار,1,0
مساحق,مَسَاحِقُ,سحق,مساحق,1,0
سواحل,سَوَاحِلُ,سحل,سواحل,1,0
مساحل,مَسَاحِلُ,سحل,مساحل,1,0
سحايا,سَحَايَا,سحو,سحايا,1,0
مساخر,مَسَاخِرُ,سخر,مساخر,1,0
مساد,مَسَادُّ,سدد,مساد,1,0
أسداس,أَسْداسٌ,سدس,ءسداس,1,0
أسدال,أَسْدَالٌ,سدل,ءسدال,1,0
سدول,سُدُولٌ,سدل,سدول,1,0
سدم,سُدُمٌ,سدم,سدم,1,0
سرايا,سَرَايَا,سرايا,سرايا,1,0
سرب,سُرَبٌ,سرب,سرب,1,0
سروب,سُروبٌ,سرب,سروب,1,0
أسراب,أسْرَابٌ,سرب,ءسراب,1,0
مسارب,مَسَارِبُ,سرب,مسارب,1,0
سرابيل,سَرَابِيلُ,سربل,سرابيل,1,0
سروج,سُرُوجٌ,سرج,سروج,1,0
سروج,سُرُوجٌ,سرج,سروج,1,0
مسارح,مَسَارِحُ,سرح,مسارح,1,0
مسارد,مَسَارِدُ,سرد,مسارد,1,0
سراديب,سَرَادِيبُ,سرداب,سراديب,1,0
سرار,سَرَارٌ,سرر,سرار,1,0
سرار,سَرَارٌ,سرر,سرار,1,0
أسرار,أَسْرَارٌ,سرر,ءسرار,1,0
أسرار,أَسْرَارٌ,سرر,ءسرار,1,0
سرائر,سَرَائِرُ,سرر,سراءر,1,0
مسار,مَسَارُّ,سرر,مسار,1,0
سوارق,سَوَارِقُ,سرق,سوارق,1,0
سرايا,سَرَايَا,سرو,سرايا,1,0
سراويل,سَرَاوِيلُ,سروال,سراويل,1,0
مساطب,مَسَاطِبُ,سطب,مساطب,1,0
أساطير,أَساطيرُ,سطر,ءساطير,1,0
سواطير,سَواطِيرُ,سطر,سواطير,1,0
سطور,سُطُورٌ,سطر,سطور,1,0
مساطر,مَسَاطِرُ,سطر,مساطر,1,0
أساطيل,أَساطيلُ,سطل,ءساطيل,1,0
سطول,سُطُولٌ,سطل,سطول,1,0
سواعد,سَوَاعِدُ,سعد,سواعد,1,0
أسعار,أسْعَارٌ,سعر,ءسعار,1,0
مساعر,مَسَاعِرُ,سعر,مساعر,1,0
سواعف,سَوَاعِفُ,سعف,سواعف,1,0
مساغب,مَسَاغِبُ,سغب,مساغب,1,0
سفافيد,سَفَافِيدُ,سفد,سفافيد,1,0
سفر,سُفَرٌ,سفر,سفر,1,0
أسفار,أسْفَارٌ,سفر,ءسفار,1,0
أسفار,أسْفَارٌ,سفر,ءسفار,1,0
سفائر,سَفَائِرُ,سفر,سفاءر,1,0
أسفاط,أسْفَاطٌ,سفط,ءسفاط,1,0
سفافير,سَفَافِيرُ,سفور,سفافير,1,0
سفائف,سَفَائِفُ,سفيفة,سفاءف,1,0
سواقير,سَوَاقِيرُ,سقر,سواقير,1,0
أسقاط,أسْقَاطٌ,سقط,ءسقاط,1,0
أسقاط,أسْقَاطٌ,سقط,ءسقاط,1,0
مساقط,مَسَاقِطُ,سقط,مساقط,1,0
سقائف,سَقَائِفُ,سقف,سقاءف,1,0
مساكب,مَسَاكِبُ,سكب,مساكب,1,0
مساكب,مَسَاكِبُ,سكب,مساكب,1,0
أساليب,أَسالِيبُ,سلب,ءساليب,1,0
سلال,سِلاَلٌ,سلة,سلال,1,0
مسالح,مَسَالِحُ,سلح,مسالح,1,0
سلاحف,سَلاحِفُ,سلحف,سلاحف,1,0
أسلاخ,أَسْلاَخٌ,سلخ,ءسلاخ,1,0
مسالخ,مَسَالِخُ,سلخ,مسالخ,1,0
سلاسل,سَلاَسِلُ,سلسل,سلاسل,1,0
سلع,سِلَعٌ,سلعة,سلع,1,0
سلائق,سَلاَئِقُ,سلق,سلاءق,1,0
سلك,سِلَكٌ,سلك,سلك,1,0
أسلاك,أَسْلاَكٌ,سلك,ءسلاك,1,0
أسلاك,أَسْلاَكٌ,سلك,ءسلاك,1,0
مسالك,مَسَالِكُ,سلك,مسالك,1,0
أسمار,أسْمَارٌ,سمر,ءسمار,1,0
مسامير,مَسَامِيرُ,سمر,مسامير,1,0
أسماط,أَسْمَاطٌ,سمط,ءسماط,1,0
أسماط,أسْمَاطٌ,سمط,ءسماط,1,0
سموط,سُمُوطٌ,سمط,سموط,1,0
مسامع,مَسَامِعُ,سمع,مسامع,1,0
مسامك,مَسَامِكُ,سمك,مسامك,1,0
أسمال,أسْمَالٌ,سمل,ءسمال,1,0
سوام,سَوَامٌّ,سمم,سوام,1,0
سموم,سُمُومٌ,سمم,سموم,1,0
سمائم,سَمَائِمُ,سمم,سماءم,1,0
سموم,سُمُومٌ,سمم,سموم,1,0
سمامير,سَمَامِيرُ,سمور,سمامير,1,0
سنابك,سَنَابِكُ,سنبك,سنابك,1,0
سنابل,سَنَابِلُ,سنبل,سنابل,1,0
سنج,سِنْجٌ,سنجة,سنج,1,0
أسناد,أسْنَادٌ,سند,ءسناد,1,0
سنانير,سَنَانِيرُ,سنور,سنانير,1,0
سنونو,سُنُونُو,سنونو,سنونو,1,0
سهوب,سُهوبٌ,سهب,سهوب,1,0
أسهم,أَسْهُمٌ,سهم,ءسهم,1,0
سهام,سِهَامٌ,سهم,سهام,1,0
مساوئ,مَسَاوِئُ,سوأ,مساوء,1,0
سوح,سُوحٌ,سوح,سوح,1,0
أسوار,أَسْوارٌ,سور,ءسوار,1,0
سوق,سُوقٌ,سوق,سوق,1,0
سوق,سُوقٌ,سوق,سوق,1,0
سوك,سُوكٌ,سوك,سوك,1,0
سوائم,سَوَائِمُ,سوم,سواءم,1,0
سوائم,سَوائِمُ,سوم,سواءم,1,0
أسياج,أَسْياجٌ,سيج,ءسياج,1,0
سجائر,سَجائِرُ,سيجارة,سجاءر,1,0
أسياخ,أَسْياخٌ,سيخ,ءسياخ,1,0
أسياف,أَسْيافٌ,سيف,ءسياف,1,0
سيوف,سُيوفٌ,سيف,سيوف,1,0
أسياف,أَسْيافٌ,سيف,ءسياف,1,0
شآبيب,شَآبِيبُ,شأبب,شءءبيب,1,0
شوادن,شَوادِنُ,شادن,شوادن,1,0
شواطئ,شَواطِئُ,شاطئ,شواطء,1,0
شطآن,شُطآنٌ,شاطئ,شطءءن,1,0
شواقيف,شواقيفُ,شاقوف,شواقيف,1,0
شواقيل,شَوَاقِيلُ,شاقول,شواقيل,1,0
مشائم,مَشَائِمُ,شأم,مشاءم,1,0
أشباح,أشْبَاحٌ,شبح,ءشباح,1,0
أشبار,أَشْبَارٌ,شبر,ءشبار,1,0
شبائك,شَبَائِكُ,شبك,شباءك,1,0
أشبال,أَشْبَالٌ,شبل,ءشبال,1,0
شبه,شُبَهٌ,شبه,شبه,1,0
شبابيط,شَبَابِيطُ,شبوط,شبابيط,1,0
مشاتل,مَشَاتِلُ,شتل,مشاتل,1,0
مشاجب,مَشَاجِبُ,شجب,مشاجب,1,0
أشجار,أَشْجَارٌ,شجر,ءشجار,1,0
مشاحذ,مَشَاحِذُ,شحذ,مشاحذ,1,0
شحارير,شَحَارِيرُ,شحرور,شحارير,1,0
شحوم,شُحُومٌ,شحم,شحوم,1,0
أشخاص,أَشْخَاصٌ,شخص,ءشخاص,1,0
شخوص,شُخُوصٌ,شخص,شخوص,1,0
أشداق,أَشْدَاقٌ,شدق,ءشداق,1,0
شدوق,شُدُوقٌ,شدق,شدوق,1,0
أشذاب,أَشْذَابٌ,شذب,ءشذاب,1,0
شذور,شُذُورٌ,شذر,شذور,1,0
مشارب,مَشَارِبُ,شرب,مشارب,1,0
شراذم,شَرَاذِمُ,شرذمة,شراذم,1,0
شراسف,شَرَاسِفُ,شرسف,شراسف,1,0
شرائط,شَرَائِطُ,شرط,شراءط,1,0
شرائط,شَرَائِطُ,شرط,شراءط,1,0
مشاريط,مَشَارِيطُ,شرط,مشاريط,1,0
شوارع,شَوَارِعُ,شرع,شوارع,1,0
شرائع,شَرَائِعُ,شرع,شراءع,1,0
شواريف,شَوارِيفُ,شرف,شواريف,1,0
مشارف,مَشَارِفُ,شرف,مشارف,1,0
أشراق,أَشْرَاقٌ,شرق,ءشراق,1,0
مشارق,مَشَارِقُ,شرق,مشارق,1,0
شطائب,شَطَائِبُ,شطب,شطاءب,1,0
شطائر,شَطَائِرُ,شطر,شطاءر,1,0
شظايا,شَظَايَا,شظي,شظايا,1,0
شعاب,شِعَابٌ,شعب,شعاب,1,0
مشاعر,مَشَاعِرُ,شعر,مشاعر,1,0
شعاع,شُعاعٌ,شعع,شعاع,1,0
شعاع,شِعاعٌ,شعع,شعاع,1,0
شعل,شُعَلٌ,شعل,شعل,1,0
شعل,شُعَلٌ,شعل,شعل,1,0
مشاعيل,مَشَاعِيلُ,شعل,مشاعيل,1,0
مشاعل,مَشَاعِلُ,شعل,مشاعل,1,0
مشاعل,مَشَاعِلُ,شعل,مشاعل,1,0
شعارير,شَعَارِيرُ,شعي,شعارير,1,0
شعائر,شَعَائِرُ,شعيرة,شعاءر,1,0
مشاغل,مَشَاغِلُ,شغل,مشاغل,1,0
شفار,شِفَارٌ,شفر,شفار,1,0
أشفار,أَشْفَارٌ,شفر,ءشفار,1,0
أشفار,أَشْفَارٌ,شفر,ءشفار,1,0
مشافر,مَشَافِرُ,شفر,مشافر,1,0
شفاه,شِفَاهٌ,شفه,شفاه,1,0
شفايف,شَفَايِفُ,شفه,شفايف,1,0
شقاشق,شَقَاشِقُ,شقشق,شقاشق,1,0
شقق,شُقَقٌ,شقق,شقق,1,0
شقق,شِقَقٌ,شقق,شقق,1,0
مشاك,مَشَاكُّ,شكك,مشاك,1,0
مشاك,مَشَاكُّ,شكك,مشاك,1,0
شكائم,شَكَائِمُ,شكم,شكاءم,1,0
مشالل,مَشَالِلُ,شلل,مشالل,1,0
شلاويب,شَلاَوِيبُ,شلوب,شلاويب,1,0
شموس,شُمُوسٌ,شمس,شموس,1,0
شماعد,شَمَاعِدُ,شمع,شماعد,1,0
شموع,شُمُوعٌ,شمعة,شموع,1,0
شمائل,شَمَائِلُ,شمل,شماءل,1,0
شمال,شِمَالٌ,شمل,شمال,1,0
شمائل,شَمَائِلُ,شمل,شماءل,1,0
مشاميل,مَشَامِيلُ,شمل,مشاميل,1,0
مشامل,مَشَامِلُ,شمل,مشامل,1,0
مشانق,مَشَانِقُ,شنق,مشانق,1,0
شهب,شُهُبٌ,شهب,شهب,1,0
شهوب,شُهُوبٌ,شهب,شهوب,1,0
شهاب,شِهَابٌ,شهب,شهاب,1,0
شواهد,شَوَاهِدُ,شهد,شواهد,1,0
شهاد,شِهَادٌ,شهد,شهاد,1,0
مشاوير,مَشَاوِيرُ,شور,مشاوير,1,0
شياه,شِيَاهٌ,شوه,شياه,1,0
شيع,شِيَعٌ,شيع,شيع,1,0
أشياع,أَشْيَاعٌ,شيع,ءشياع,1,0
شيوخ,شُيُوخٌ,شيخ,شيوخ,1,0
أشياخ,أَشْيَاخٌ,شيخ,ءشياخ,1,0
مشايخ,مَشَايِخُ,شيخ,مشايخ,1,0
شوائع,شوَائِعُ,شيع,شواءع,1,0
أصابيح,أَصابيحُ,صبح,ءصابيح,1,0
أصباح,أَصْبَاحٌ,صبح,ءصباح,1,0
مصابيح,مَصَابِيحُ,صبح,مصابيح,1,0
صبور,صُبُورٌ,صبر,صبور,1,0
إصبع,إِصْبَعٌ,صبع,ءصبع,1,0
شيم,شِيَمٌ,شيم,شيم,1,0
أصباغ,أَصْبَاغٌ,صبغ,ءصباغ,1,0
مصابغ,مَصَابِغُ,صبغ,مصابغ,1,0
صبايا,صَبَايَا,صبو,صبايا,1,0
صحاف,صِحَافٌ,صحف,صحاف,1,0
صحائف,صَحَائِفُ,صحف,صحاءف,1,0
صحف,صُحُفٌ,صحف,صحف,1,0
مصاحف,مَصَاحِفُ,صحف,مصاحف,1,0
صخور,صُخُورٌ,صخر,صخور,1,0
صخر,صَخْرٌ,صخر,صخر,1,0
صدائر,صَدَائِرُ,صدر,صداءر,1,0
أصداغ,أَصْدَاغٌ,صدغ,ءصداغ,1,0
صدف,صَدَفٌ,صدف,صدف,1,0
صدف,صَدَفٌ,صدفة,صدف,1,0
صروح,صُرُوحٌ,صرح,صروح,1,0
صواريخ,صَوَارِيخُ,صرخ,صواريخ,1,0
صرر,صُرَرٌ,صرر,صرر,1,0
صراصير,صَرَاصِيرُ,صرصور,صراصير,1,0
صرط,صُرُطٌ,صرط,صرط,1,0
مصاريع,مَصَارِيعُ,صرع,مصاريع,1,0
مصارف,مَصَارِفُ,صرف,مصارف,1,0
صرائم,صَرَائِمُ,صرم,صراءم,1,0
صعاليك,صَعَالِيكُ,صعاليك,صعاليك,1,0
مصاعد,مَصَاعِدُ,صعد,مصاعد,1,0
صعاليك,صَعَالِيكُ,صعلك,صعاليك,1,0
أصفاح,أَصْفَاحٌ,صفح,ءصفاح,1,0
صفائح,صَفَائِحُ,صفح,صفاءح,1,0
صفد,صُفُدٌ,صفد,صفد,1,0
أصفاد,أَصْفَادٌ,صفد,ءصفاد,1,0
صفافير,صَفَافِيرُ,صفر,صفافير,1,0
أصفار,أَصْفَارٌ,صفر,ءصفار,1,0
مصاف,مَصَافُّ,صفف,مصاف,1,0
صوافق,صَوَافِقُ,صفق,صوافق,1,0
صفق,صُفُقٌ,صفق,صفق,1,0
أصقاع,أَصْقَاعٌ,صقع,ءصقاع,1,0
صواقير,صَوَاقِيرُ,صقر,صواقير,1,0
صقور,صُقُورٌ,صقر,صقور,1,0
صلاف,صِلاَفٌ,صلف,صلاف,1,0
صمخ,صُمُخٌ,صمخ,صمخ,1,0
صوامع,صَوَامِعُ,صمع,صوامع,1,0
صمائم,صَمَائِمُ,صمم,صماءم,1,0
صنانير,صَنَانِيرُ,صنارة,صنانير,1,0
صنابير,صَنَابِيرُ,صنبور,صنابير,1,0
صنوج,صُنُوجٌ,صنج,صنوج,1,0
صناديق,صَنَادِيقُ,صندق,صناديق,1,0
أصلال,أَصْلاَلٌ,صل,ءصلال,1,0
صنائع,صَنَائِعُ,صنع,صناءع,1,0
صنائع,صَنَائِعُ,صنع,صناءع,1,0
مصانع,مَصَانِعُ,صنع,مصانع,1,0
أصناف,أَصْنَافٌ,صنف,ءصناف,1,0
صنوف,صُنُوفٌ,صنف,صنوف,1,0
صياهب,صَيَاهِبُ,صهب,صياهب,1,0
صياهد,صَيَاهِدُ,صهد,صياهد,1,0
أصهار,أَصْهَارٌ,صهر,ءصهار,1,0
صهر,صُهُرٌ,صهر,صهر,1,0
صهاريج,صَهَارِيجُ,صهرج,صهاريج,1,0
مصائب,مَصَائِبُ,صوب,مصاءب,1,0
صور,صُوَرٌ,صور,صور,1,0
أصواع,أَصْوَاعٌ,صوع,ءصواع,1,0
مصائد,مَصَائِدُ,صيد,مصاءد,1,0
مصايد,مَصَايِدُ,صيد,مصايد,1,0
مصايف,مَصَايِفُ,صيف,مصايف,1,0
ضباب,ضِبَابٌ,ضبب,ضباب,1,0
أضابير,أَضابيرُ,ضبر,ءضابير,1,0
ضبائر,ضَبَائِرُ,ضبر,ضباءر,1,0
ضباع,ضِبَاعٌ,ضبع,ضباع,1,0
ضواحك,ضَوَاحِكُ,ضحك,ضواحك,1,0
ضحايا,ضَحَايَا,ضحو,ضحايا,1,0
أضداد,أَضْدَادٌ,ضدد,ءضداد,1,0
ضد,ضِدٌّ,ضدد,ضد,1,0
أضداد,أَضْدَادٌ,ضدد,ءضداد,1,0
ضرائب,ضَرَائِبُ,ضرب,ضراءب,1,0
مضاريب,مَضَارِيبُ,ضرب,مضاريب,1,0
مضارب,مَضَارِبُ,ضرب,مضارب,1,0
مضارب,مَضَارِبُ,ضرب,مضارب,1,0
مضارب,مَضَارِبُ,ضرب,مضارب,1,0
ضرائح,ضَرَائِحُ,ضرح,ضراءح,1,0
ضرائر,ضَرَائِرُ,ضرر,ضراءر,1,0
ضرائر,ضَرَائِرُ,ضرر,ضراءر,1,0
مضار,مَضَارُّ,ضرر,مضار,1,0
تضاريس,تَضَارِيسُ,ضرس,تضاريس,1,0
أضراس,أَضْرَاسٌ,ضرس,ءضراس,1,0
أضعاف,أَضْعَافٌ,ضعف,ءضعاف,1,0
أضغاث,أَضْغَاثٌ,ضغث,ءضغاث,1,0
ضواغيط,ضَوَاغِيطُ,ضغط,ضواغيط,1,0
مضاغط,مَضَاغِطُ,ضغط,مضاغط,1,0
ضيوم,ضُيُومٌ,ضيم,ضيوم,1,0
ضغائن,ضَغَائِنُ,ضغن,ضغاءن,1,0
ضفادع,ضَفَادِعُ,ضفدع,ضفادع,1,0
ضفائر,ضَفَائِرُ,ضفر,ضفاءر,1,0
