unvocalized,vocalized,jamid
مواليا,مَوَالِيا,1
ممواج,مِمْوَاجٌ,1
موريتانيا,مُورِيتَانْيَا,1
موز,مَوْزٌ,1
ميكانيكا,مِيكَانِيكَا,1
ميم,مِيمٌ,1
ميموزا,مِيمُوزا,1
نافور,نَافُورٌ,1
نتاج,نِتَاجٌ,1
نحاس,نُحَاسٌ,1
نحاس,نَحَّاسٌ,1
مندم,مَنْدَمٌ,1
نشادر,نَشَادِرُ,1
نصال,نِصَالٌ,1
نفاخ,نُفَاخٌ,1
نيفق,نَيْفَقٌ,1
منقع,مِنْقَعٌ,1
نقوع,نَقُوعٌ,1
نكاف,نُكَافٌ,1
نكال,نَكَالٌ,1
نو,نَوٌّ,1
مناخ,مُنَاخٌ,1
نوار,نَوَّارٌ,1
نور,نَوَرٌ,1
نوروز,نَوْرُوزٌ,1
نيروز,نَيْرُوزٌ,1
ناس,نَاسٌ,1
نواس,نُوَاسٌ,1
مناص,مَنَاصٌ,1
مناط,مَنَاطٌ,1
نوع,نُوعٌ,1
نوفمبر,نُوفَمبر,1
منال,مَنَالٌ,1
نيلوفر,نَيْلُوفَرٌ,1
هال,هَالٌ,1
هانيبال,هَانِيبَالٌ,1
هباب,هَبَابٌ,1
هجيع,هَجِيعٌ,1
هداب,هُدَّابٌ,1
هدال,هَدَالٌ,1
هدام,هُدَامٌ,1
إهذار,إهْذَارٌ,1
هريس,هَرِيسٌ,1
هستيريا,هِسْتِيريا,1
هشام,هِشَامٌ,1
هلال,هَلاَلٌ,1
هلل,هَلَلٌ,1
هلام,هُلاَمٌ,1
هلهل,هَلْهَلٌ,1
هليكوبتر,هِلِيكُوبِتِر,1
هليوم,هِلْيُومٌ,1
همس,هَمْسٌ,1
هند,هِنْدٌ,1
هندبا,هِنْدِبَا,1
هندام,هِنْدَامٌ,1
هوف,هُوفٌ,1
هوام,هُوَامٌ,1
هيول,هُيُولٌ,1
تراث,تُرَاثٌ,1
وروار,وَرْوَارٌ,1
وز,وَزٌّ,1
وصيل,وَصِيلٌ,1
ميقاف,مِيقَافٌ,1
وقواق,وَقْوَاقٌ,1
ميلاد,مِيلاَدٌ,1
ويل,وَيْلٌ,1
يأس,يَأْسٌ,1
يانصيب,يَانَصِيبٌ,1
ميسر,مَيْسِرٌ,1
يم,يَمٌّ,1
يناير,يناير,1
يوبيل,يُوبِيل,1
يورانيوم,يُورَانْيُوم,1
مياوم,مُيَاوِمٌ,1
يونيسكو,يُونِيسْكُو,1
يونيسيف,يُونِيسِيف,1
يونيه,يُونِيه,1
أميركا,أَمِيرِْكَا,1
صحفي,صَحَفِيٌّ,1
صحافي,صِحَافِيٌّ,1
رواقي,رِواقِيٌّ,1
خيمي,خَيْمِيٌّ,1
يميني,يَمِينِيٌّ,1
مسماري,مِسْمَارِيٌّ,1
تلقائي,تِلْقائِيٌّ,1
قطائفي,قَطَائِفِيٌّ,1
غساني,غَسَّانِيٌّ,1
عرضي,عَرَضِيٌّ,1
سداسي,سُدَاسِيٌّ,1
رومي,رُومِيٌّ,1
أجنبي,أَجْنَبِيٌّ,1
ثنائي,ثُنائِيٌّ,1
بديهي,بَديهِيٌّ,1
بدائي,بَدائِيٌّ,1
أورثوذكسي,أُورْثُوذُكْسِيٌّ,1
أندلسي,أَنْدَلُسِيٌّ,1
أسطواني,أُسْطُوانِيٌّ,1
إفرنجي,إفرَنْجِيٌّ,1
بخاري,بُخَارِيٌّ,1
نوعي,نَوْعِيٌّ,1
مطبعي,مَطْبَعِيٌّ,1
طقسي,طَقْسِيٌّ,1
إنسي,إِنْسِيٌّ,1
عادي,عَادِيٌّ,1
عسلي,عَسَلِيٌّ,1
غرامي,غَرَامِيٌّ,1
لولبي,لَوْلَبِيٌّ,1
عصامي,عِصَامِيٌّ,1
أرجواني,أُرْجُوَانِيٌّ,1
أساسي,أَسَاسِيٌّ,1
أسبوعي,أُسْبُوعِيٌّ,1
أسقفي,أُسْقُفِي,1
أفقي,أُفُقِيٌّ,1
إقليمي,إقْلِيميٌّ,1
إلهي,إلَهِيٌّ,1
إنساني,إِنْسانِيٌّ,1
بحري,بَحْرِيٌّ,1
بدوي,بَدَوِيٌّ,1
بركاني,بُرْكانِيٌّ,1
برلماني,بَرْلَمانِيٌّ,1
بريدي,بَريدِيٌّ,1
بستاني,بُسْتانِيٌّ,1
بشري,بَشَرِيٌّ,1
بهلواني,بَهْلَوَانِيٌّ,1
بيطري,بَيْطَرِيٌّ,1
ثلاثي,ثُلاثِيٌّ,1
ثوري,ثَوْرِيٌّ,1
جبلي,جَبَلِيٌّ,1
جدلي,جَدَلِيٌّ,1
جذري,جِذْرِيٌّ,1
جزئي,جُزْئِيٌّ,1
جزائري,جَزَائِرِيٌّ,1
جسدي,جَسَدِيٌّ,1
جسمي,جِسْمِيٌّ,1
جمركي,جُمْرُكِيٌّ,1
جمهوري,جُمْهُورِيٌّ,1
جندي,جُنْدِيٌّ,1
جوي,جَوِّيٌّ,1
جوهري,جَوْهَرِيٌّ,1
حالي,حالِيٌّ,1
حبشي,حَبَشِيٌّ,1
حديدي,حَديدِيٌّ,1
حرفي,حَرْفِيٌّ,1
حريري,حَرِيرِيٌّ,1
حزبي,حِزْبِيٌّ,1
حلزوني,حَلَزُونِيٌّ,1
حمضي,حَمْضِيٌّ,1
حنطي,حِنْطِيٌّ,1
حنكي,حَنَكِيٌّ,1
حيواني,حَيَوَانِيٌّ,1
خزفي,خَزَفِيٌّ,1
خشبي,خَشَبِيٌّ,1
خلقي,خُلُقِيٌّ,1
خمري,خَمْرِيٌّ,1
خيالي,خَيَالِيٌّ,1
دركي,دَرَكِيٌّ,1
دستوري,دُسْتُورِيُّ,1
دكاني,دُكَّانِيٌّ,1
دهني,دُهْنِيٌّ,1
دودي,دُودِيٌّ,1
ذهبي,ذَهَبِيٌّ,1
رأسي,رَأْسِيٌّ,1
ربوبي,رُبُوبِيٌّ,1
ربي,رِبِّيٌّ,1
ربيعي,رَبِيعِيُّ,1
رجولي,رُجُولِيٌّ,1
رمادي,رَمادِيٌّ,1
رماني,رُمَّانِيٌّ,1
رملي,رَمْلِيٌّ,1
روائي,رِوَائِيٌّ,1
رئيسي,رَئِيِسيٌّ,1
ريفي,رِيفِيٌّ,1
زجاجي,زُجاجِيٌّ,1
زلالي,زُلالِيٌّ,1
زمني,زَمَنِيٌّ,1
زيتي,زَيْتِيٌّ,1
ساحلي,سَاحِلِيُّ,1
سحري,سِحْرِيٌّ,1
سري,سِرِّيٌّ,1
سرمدي,سَرْمَدِيٌّ,1
سفلي,سُفْلِيٌّ,1
سني,سُنِّيٌّ,1
سنجابي,سِنْجابِيٌّ,1
سوفياتي,سُوفِياتِيٌّ,1
شامي,شَامِيٌّ,1
شرعي,شَرْعِيٌّ,1
شفاهي,شِفَاهِيٌّ,1
شكلي,شَكْلِيٌّ,1
شوكي,شَوْكِيٌّ,1
شيعي,شِيعِيٌّ,1
صبياني,صِبْيَانِيٌّ,1
صحافي,صِحَافِيٌّ,1
صخري,صَخْرِيٌّ,1
صنوبري,صَنَوْبَرِيٌّ,1
صومالي,صُومَالِيٌّ,1
ضبابي,ضَبَابِيٌّ,1
ضروري,ضَرُورِيٌّ,1
ضريبي,ضَرِيبِيٌّ,1
طبقي,طَبَقِيٌّ,1
طبيعي,طَبِيعِيٌّ,1
عاجي,عَاجِيٌّ,1
عددي,عَدَدِيٌّ,1
عربي,عَرَبِيٌّ,1
عصري,عَصْرِيٌّ,1
عمودي,عَمُودِيٌّ,1
عنصري,عُنْصُرِيٌّ,1
غازي,غَازِيٌّ,1
غدي,غَدِيٌّ,1
غريزي,غَرِيزِيٌّ,1
فرجاري,فِرْجَارِيٌّ,1
فقاري,فَقَارِيٌّ,1
قانوني,قَانُونِيٌّ,1
قبطي,قِبْطِيٌّ,1
قبلي,قَبَلِيٌّ,1
قطني,قُطْنِيٌّ,1
كستنائي,كَسْتَنَائِيٌّ,1
كلوي,كُلْوِيٌّ,1
كمي,كَمِّيٌّ,1
كوفي,كُوفِيٌّ,1
كويتي,كُوَيْتِيٌّ,1
كيميائي,كِيميَائِيٌّ,1
لاهوتي,لاَهُوتِيٌّ,1
لساني,لِسَانِيُّ,1
مائي,مَائِيُّ,1
مالي,مَالِيٌّ,1
مثالي,مِثَالِيٌّ,1
مجازي,مَجَازِيٌّ,1
مجهري,مِجْهَرِيُّ,1
محلي,مَحَلِّيٌّ,1
مداري,مَدَارِيٌّ,1
مدفعي,مِدْفَعِيٌّ,1
مدني,مَدَنِيٌّ,1
معماري,مِعْمَارِيٌّ,1
مغناطيسي,مِغْنَاطِيسِيٌّ,1
مكوكي,مَكُّوكِيٌّ,1
منزلي,مَنْزِلِيٌّ,1
منهجي,مَنْهَجِيٌّ,1
موسمي,مَوْسِمِيٌّ,1
موسوعي,مَوْسُوعِيٌّ,1
ناري,نَارِيٌّ,1
نبطي,نَبَطِيٌّ,1
نحاسي,نُحَاسِيٌّ,1
نسوي,نِسْوِيٌّ,1
نطعي,نِطْعِيٌّ,1
نموذجي,نَمُوذَجِيٌّ,1
هوائي,هَوَائِيٌّ,1
هيولي,هُيُولِيٌّ,1
وثني,وَثَنِيٌّ,1
وطني,وَطَنِيٌّ,1
وقائي,وِقَائِيٌّ,1
يومي,يَوْمِيٌّ,1
إمبراطوري,إمْبِرَاطُورِيّ,1
أوروبي,أورُوبِّيٌّ,1
بغدادي,بَغْدادِيٌّ,1
عذري,عُذْرِيٌّ,1
تونسي,تونِسِيّ,1
خرافي,خُرَافِيٌّ,1
دمشقي,دِمَشْقِيٌّ,1
سباعي,سُبَاعِيٌّ,1
سوري,سُورِيٌّ,1
عدني,عَدَنِيٌّ,1
فلسطيني,فِلَسْطِينِيٌّ,1
قرشي,قُرَشِيٌّ,1
قطري,قَطَرِيٌّ,1
كاثوليكي,كَاثُولِيكِيٌّ,1
لبناني,لُبْنَانِيٌّ,1
لوزي,لَوْزِيٌ,1
نشادري,نَشَادِرِيٌّ,1
فستقي,فُسْتُقِيٌّ,1
مغاربي,مَغَارِبِيٌّ,1
إلكتروني,إلِكْتُرونِيٌّ,1
أورثوذكسي,أورثُوذُكْسِيٌّ,1
إمبراطوري,إمْبرَاطُوريٌّ,1
جدلي,جَدَلِيٌّ,1
جيوفيزيائي,جِيُوفِيزِيَائي,1
حمامي,حَمَّامِيٌّ,1
حانوتي,حانوتِيٌّ,1
دجاجي,دَجَاجِيُّ,1
رسولي,رَسولِيٌّ,1
رواقي,رِواقِيٌّ,1
عرباني,عَرْبَانِيٌّ,1
عشاري,عُشَارِيٌّ,1
فطري,فِطْرِيٌّ,1
كراعي,كُرَاعِيٌّ,1
يلمعي,يَلْمَعِيٌّ,1
مخاطي,مُخَاطِيّ,1
نظاراتي,نَظَّارَاتِيٌّ,1
هلامي,هُلاَمِيٌّ,1
فخاري,فَخَّارِيٌّ,1
أمي,أُمِّيٌّ,1
حرامي,حَرامِيٌّ,1
مدفعي,مِدْفَعِيٌّ,1
جاسوسي,جَاسُوسِيٌّ,1
جمهوري,جُمْهُورِيٌّ,1
محلي,مَحَلِّيٌّ,1
كاثوليكي,كَاثُولِيكِيٌّ,1
لاهوتي,لاَهُوتِيٌّ,1
لصوصي,لُصُوصِيٌّ,1
مثالي,مِثَالِيٌّ,1
مجوسي,مَجُوسِيٌّ,1
منهجي,مَنْهَجِيٌّ,1
عنصري,عُنْصُرِيٌّ,1
مغناطيسي,مِغْنَاطِيسِيٌّ,1
وطني,وَطَنِيٌّ,1
إنساني,إِنْسانِيٌّ,1
إقليمي,إِقْلِيمِيٌّ,1
بشري,بَشَرِيٌّ,1
احتفالي,اِحْتِفَالِيٌّ,1
سوري,سُورِي,1
أوروبي,أُورُوبي,1
دفتري,دِفْتِري,1
غوغائي,غَوْغَائي,1
فيزيائي,فِيزِيَائي,1
كيميائي,كِيمْيَائي,1
إثارة,إِثَارَةٌ,1
أداء,أَدَاءٌ,1
أزيز,أَزِيزٌ,1
أصالة,أَصالَةٌ,1
غارة,غَارَةٌ,1
جواريف,جَوَارِيفُ,1
حرقى,حَرْقى,1
غزوات,غَزَواتٌ,1
أعنان,أَعْنَانٌ,1
مذاري,مَذَارِي,1
مساحي,مساحي,1
مغاسل,مَغَاسِلُ,1
مغالي,مغالي,1
مفاتل,مَفَاتِلُ,1
مقاشط,مَقَاشِطُ,1
مقاص,مَقَاصُّ,1
قياثر,قَيَاثِرُ,1
مكابس,مَكَابِسُ,1
مكانس,مَكَانِسُ,1
أمشاط,أَمْشَاطٌ,1
مناجر,مَنَاجِرُ,1
مناحيت,مَنَاحِيتُ,1
نواظير,نَوَاظِيرُ,1
روايا,رَوَايا,1
مرار,مِرَارٌ,1
حرابي,حَرابِيُّ,1
عراقيل,عَرَاقِيلُ,1
تباشير,تَبَاشِيرُ,1
أسارير,أَسَارِيرُ,1
أسواق,أَسْواقٌ,1
آماسي,آماسي,1
ماجريات,مَاجَرَيَاتٌ,1
ولدة,وِلْدَةٌ,1
أخلاء,أَخِلاَّءُ,1
أجبنة,أَجْبِنَةٌ,1
أمعاء,أَمْعَاءٌ,1
أمعية,أَمْعِيَةٌ,1
أسلحة,أسْلِحَةٌ,1
طرقات,طُرُقَاتٌ,1
مواسي,مواسي,1
نيران,نِيَرانٌ,1
ذرعان,ذُرْعانٌ,1
أبالسة,أَبَالِسَةٌ,1
مآتي,مآتي,1
أثافي,أَثَافِيٌّ,1
أثافي,أَثَافِيٌّ,1
أخريات,أُخْرَيَاتٌ,1
إخوة,إِخْوَةٌ,1
أخوات,أَخَوَاتٌ,1
آدمة,آدِمَةٌ,1
أدوات,أَدَوَاتٌ,1
آذان,آذَانٌ,1
أراضي,أَرَاضِي,1
أركان,أَرْكَانٌ,1
مواشي,مَوَاشِي,1
اسفنجيات,اِسْفَنْجِيَّاتٌ,1
إسقمريات,إِسْقُمْرِيَّاتٌ,1
مآسي,مَآسِي,1
آطمة,آطِمَةٌ,1
أفاعي,أَفاعِي,1
آلهة,آلِهَةٌ,1
إلهيات,إلَهِيَّاتٌ,1
آلاء,آلاَءٌ,1
آلاء,آلاءٌ,1
أمهات,أُمَّهَاتٌ,1
نساء,نِساءٌ,1
نسوة,نِسْوَةٌ,1
نسوان,نِسْوانٌ,1
إماء,إمَاءٌ,1
أناسي,أَناسِيُّ,1
أنقليسيات,أَنْقَليسِيَّاتٌ,1
آنية,آنِيَةٌ,1
أواني,أوانِي,1
أهالي,أهَالِي,1
آونة,آوِنَةٌ,1
آي,آيٌ,1
أيامى,أيَاَمى,1
أواوين,أَوَاوينُ,1
بابوات,بَابَوَاتٌ,1
بوادي,بَوَادي,1
باذنجانيات,بَاذِنْجَانِيَّاتٌ,1
بزاة,بُزاةٌ,1
بيزان,بِيزَانٌ,1
باشوات,بَاشَواتٌ,1
بواطي,بَواطي,1
بانيات,بانِيَّاتٌ,1
ببغاوات,بَبَّغاوَاتٌ,1
ببغاءات,بَبَّغاءَاتٌ,1
أبتة,أبِتَّةٌ,1
بجعيات,بَجَعِيَّات,1
أبخرة,أبْخِرَةٌ,1
بخوريات,بُخُوريَّاتٌ,1
أبدان,أبدانٌ,1
براذين,بَراذينُ,1
براري,بَرارِي,1
برازيات,بِرَازِيَّاتٌ,1
برغوثيات,بُرْغوثِياتٌ,1
براغي,بَراغِيُّ,1
براكين,بَراكِينُ,1
برمائيات,بَرْمائِيَّاتٌ,1
براني,بَرانِيُّ,1
براهين,بَرَاهِينُ,1
براهين,بَراهينُ,1
مباري,مَبَارِي,1
أبزلة,أَبْزِلَةٌ,1
بساتين,بَساتِينُ,1
بشريات,بُشْرَياتٌ,1
بطميات,بُطْمِيَّاتٌ,1
أبطنة,أَبْطِنَةٌ,1
بطون,بُطونٌ,1
بطيات,بَطِّيَّاتٌ,1
بعوضيات,بَعوضيَّاتٌ,1
بقريات,بَقَرِيَّاتٌ,1
بواقي,بَواقِي,1
مباكي,مَبَاكِي,1
بلدان,بُلْدانٌ,1
بلشونيات,بَلَشُونيَّاتٌ,1
بلطيات,بُلْطِيَّاتٌ,1
بلوطيات,بَلُّوطِيَّاتٌ,1
بنفسجيات,بَنَفْسَجيَّاتٌ,1
بنات,بناتٌ,1
بنى,بُنىً,1
مباني,مَبَانِي,1
مباني,مَبَانِي,1
بهاريات,بُهَارِيَّاتٌ,1
بيبان,بِيبَانٌ,1
بوميات,بُومِيَّاتٌ,1
أبيات,أبْيَاتٌ,1
بيوتات,بُيُوتَاتٌ,1
بيداوات,بَيْدَاواتٌ,1
بيعان,بيعانٌ,1
تيجان,تِيجَانٌ,1
تبابين,تَبَابِينُ,1
تدرجيات,تَدْرُجِيَّاتٌ,1
أتربة,أَتْرِبَةٌ,1
تففة,تِفَفَةٌ,1
تفليقيات,تَفْلِيقِيَّاتٌ,1
تمور,تُمُورُ,1
تنانين,تَنَانِينُ,1
أثبات,أثْبَاتٌ,1
ثدي,ثُدِيٌّ,1
أثدي,أثْدِي,1
ثدييات,ثَدْيِيَّاتٌ,1
ثعابين,ثَعَابِينُ,1
ثعبانيات,ثُعْبَانِيَّاتٌ,1
ثلاثاءات,ثُلاَثَاءاتٌ,1
ثماني,ثَمانِي,1
أثمان,أَثْمانٌ,1
أثمان,أَثْمانٌ,1
أثمنة,أَثْمِنَةٌ,1
ثواني,ثَوَانِي,1
أثنية,أَثْنِيَةٌ,1
ثيران,ثِيرانٌ,1
مثاوي,مَثَاوِي,1
جوابي,جَوَابِي,1
جدجديات,جُدْجُدِيَّاتٌ,1
جدران,جُدْرَانٌ,1
جديان,جِدْيَانٌ,1
جذعان,جُذْعَانٌ,1
جذعان,جِذْعَانٌ,1
جذى,جُذىً,1
جذاء,جِذَاءٌ,1
جرابيات,جِرَابِيَّاتٌ,1
أجربة,أَجْرِبَةٌ,1
جرذان,جُرْذَانٌ,1
جرذان,جِرْذَانٌ,1
جرذيات,جُرَذِيَّاتٌ,1
أجرة,أَجِرَّةٌ,1
جران,جُرَّانٌ,1
جرفة,جَرَفَةٌ,1
جراء,جِرَاءٌ,1
جواري,جَوَارِي,1
مجاري,مَجَارِي,1
مجاري,مَجَارِي,1
جريسيات,جُرَيْسِيَّاتٌ,1
أجزاء,أَجْزَاءٌ,1
جزاء,جِزَاءٌ,1
جزيئيات,جُزَيْئِيَّاتٌ,1
جعروريات,جَعْرُورِيَّاتٌ,1
أجفان,أَجْفَانٌ,1
جفان,جِفَانٌ,1
أجفان,أَجْفَانٌ,1
جفون,جُفُونٌ,1
جوالي,جَوَالِي,1
جماديات,جُمَادِيَاتٌ,1
أجماء,أَجِمَّاءُ,1
جنان,جِنَانٌ,1
أجنحة,أجْنِحَةٌ,1
أجنان,أَجْنَانٌ,1
أجنة,أَجِنَّةٌ,1
مجاني,مَجَانِي,1
أجهزة,أَجْهِزَةٌ,1
أجوبة,أَجْوِبَةٌ,1
أجوبة,أَجْوِبَةٌ,1
جيران,جِيرَانٌ,1
أجوان,أَجْوَانٌ,1
أجواء,أَجْوَاءٌ,1
جواء,جِوَاءٌ,1
حافريات,حافِرِيَّاتٌ,1
حبان,حُبَّانٌ,1
حباريات,حُبارِياتٌ,1
حباريات,حُبارِيَّاتٌ,1
حبالة,حَبَّالَةٌ,1
حبالى,حُبالَى,1
حبليات,حُبْلَيَاتٌ,1
حبى,حُبىً,1
أحجاء,أَحْجاءُ,1
أحجة,أَحِجَّةٌ,1
حجارة,حِجارَةٌ,1
حجارة,حِجارَةٌ,1
حجلان,حِجْلانٌ,1
أحاجي,أَحَاجِي,1
أحاجي,أَحَاجِيُّ,1
حداء,حِداءٌ,1
حداة,حُداةٌ,1
أحداء,أَحِدَّاءُ,1
أحذية,أَحْذِيَةٌ,1
حرابي,حَرابِيُّ,1
حرباويات,حِرْباوِيَّاتٌ,1
حرجة,حَرَجَةٌ,1
حراذين,حَرَاذِينُ,1
حرذونيات,حِرْذَوْنِيَّاتٌ,1
حرشفيات,حُرْشُفِيَّاتٌ,1
تحاسين,تَحَاسِينُ,1
حسناوات,حَسْنَاوَاتٌ,1
حسان,حِسَانٌ,1
أحساء,أحْسَاءُ,1
حشريات,حَشَرِيَّاتٌ,1
أحشاء,أحْشَاءٌ,1
حواشي,حَواشِي,1
أحصنة,أحْصِنَةٌ,1
أحصرة,أحْصِرَةٌ,1
حصون,حُصُونٌ,1
أحصان,أحْصَانٌ,1
حصيات,حَصَيَاتٌ,1
أحضان,أَحْضَانٌ,1
حضون,حُضُونٌ,1
حفريات,حَفْريَّاتٌ,1
محقرات,مُحَقَّرَاتٌ,1
حلازين,حَلازِينُ,1
حلزونيات,حَلَزُونيَّاتٌ,1
حلسة,حِلَسَةٌ,1
حلاوى,حَلاوَى,1
حلويات,حُلْوِيَّاتٌ,1
حلاوى,حَلاَوى,1
حلى,حِلىً,1
حلي,حُلِيٌّ,1
حليمات,حُلَيْمَاتٌ,1
حماضيات,حُمَّاضِيَّاتٌ,1
حماميات,حَمَامِيَّاتٌ,1
حمى,حُمًى,1
حمحميات,حِمْحَمِيَّاتٌ,1
حمضيات,حَمْضِيَّاتٌ,1
حملان,حُمْلاَنٌ,1
حمولة,حُمُولَةٌ,1
حموات,حمَوَاتٌ,1
حميات,حُمَّياتٌ,1
حنائيات,حِنَّائِيَّات,1
أحناء,أَحْناءٌ,1
أحناء,أحْنَاءٌ,1
حني,حِنِيٌّ,1
منحنيات,مُنْحَنَيَات,1
حيتان,حِيتَانٌ,1
حاجيات,حاجِيَّاتٌ,1
أحدان,أحْدانٌ,1
حوالي,حَوالِيُّ,1
حوالية,حَوَالِيَّةٌ,1
محتويات,مُحْتَوَيَات,1
حيوات,حَيَوَاتٌ,1
حيات,حَيَّاتٌ,1
خوابي,خَوَابِي,1
أخبية,أخْبِيَةٌ,1
خبازيات,خُبَّازِيَّاتٌ,1
أختان,أخْتَانٌ,1
أخدان,أَخْدَانٌ,1
خراطين,خَرَاطِينُ,1
أخرجة,أخْرِجَةٌ,1
خرطوميات,خُرْطُومِيَّاتٌ,1
خراطين,خَرَاطِينُ,1
أخرفة,أخْرِفَةٌ,1
خرفان,خِرْفَانٌ,1
خشارمة,خَشَارِمَةٌ,1
خصى,خُصًى,1
خضاري,خَضَارِيٌّ,1
أخطاء,أَخْطَاءٌ,1
أخطمة,أَخْطِمَةٌ,1
خطى,خُطًى,1
خفاشيات,خُفَّاشِيَّاتٌ,1
خلاقين,خَلاَقِينُ,1
خلويات,خَلَوِيَّاتٌ,1
مخالي,مَخَالِي,1
خلجان,خُلْجَانٌ,1
خممة,خِمَمَةٌ,1
خمانيات,خُمَانِيَّاتٌ,1
أخمرة,أَخْمِرَةٌ,1
خمريات,خَمْرِيَّاتٌ,1
خنازيريات,خَنَازِيرِيَّاتٌ,1
خناثى,خُنَاثَى,1
خنزيريات,خِنْزِيرِيَّاتٌ,1
خؤولة,خُؤُولَةٌ,1
أخونة,أَخْوِنَةٌ,1
خون,خُونٌ,1
خيرات,خَيْرَاتٌ,1
خيطان,خِيطَانٌ,1
أخيلة,أَخْيِلَةٌ,1
خيلانيات,خَيْلاَنِيَّاتٌ,1
خيميات,خَيْمِيَّاتٌ,1
دببة,دِبَبَةٌ,1
دجاجيات,دَجَاجِيَّاتٌ,1
دجى,دُجىً,1
دياجي,دَياجِي,1
أدخنة,أَدْخِنَةٌ,1
درجة,دِرَجَةٌ,1
درزة,دَرَزَةٌ,1
درسان,دِرْسَانٌ,1
مدركات,مُدْرَكَاتٌ,1
أدران,أدْرَانٌ,1
دعسوقيات,دُعْسُوقِيَّاتٌ,1
دعصة,دِعَصَةٌ,1
دواعي,دَواعِي,1
مدعيات,مدعيات,1
أدفاء,أدْفَاءٌ,1
دكاكين,دَكاكينُ,1
دككة,دِكَكَةٌ,1
دلافين,دَلافينُ,1
دلى,دَلًى,1
دلوات,دَلَواتٌ,1
دلاء,دِلاءٌ,1
دوالي,دَوَالِي,1
أدمغة,أَدْمِغَةٌ,1
دماء,دِماءٌ,1
دنان,دِنانٌ,1
أدهان,أَدْهانٌ,1
دهان,دِهانٌ,1
دواهي,دَوَاهِي,1
أدواء,أدْوَاءٌ,1
ديدان,ديدانٌ,1
ديارة,دِيَارَةٌ,1
أديرة,أَدْيِرَةٌ,1
أدوية,أَدْوِيَةٌ,1
دوى,دَوىً,1
دواية,دُوايَةٌ,1
ديكة,دِيَكَةٌ,1
دواوين,دَواوينُ,1
ذؤبان,ذُؤْبانٌ,1
ذراجيات,ذُرّاجِيّاتٌ,1
أذرة,أَذِرَّةٌ,1
ذراري,ذَرارِيٌّ,1
ذرى,ذُرًى,1
ذرى,ذِرًى,1
مذاري,مَذَارِي,1
ذرى,ذَرَى,1
ذفارى,ذَفارَى,1
ذفريات,ذِفْرَياتٌ,1
ذكورة,ذُكورَةٌ,1
ذكران,ذُكْرانٌ,1
ذكريات,ذِكْرَياتٌ,1
أذمة,أَذِمَّةٌ,1
ذنابيات,ذُنَابَيات,1
أذهان,أَذْهَانٌ,1
ذوى,ذَوًى,1
ذؤبان,ذُؤْبانٌ,1
رأسيات,رَأْسِيَّاتٌ,1
آراء,آرَاءٌ,1
